Date,Measurement tool,Site,1,2,3,4,5,6,7,8,9,Max Etch Rate,Min Etch Rate,Etch Rate (A/Min),"%
STDEV",% Uni,Result, Employee Code,Lot ID,Remarks,LSL,USL,LCL,UCL,% Uni USL,% Uni UCL
08/28/2017,MTOP1,Pre,29199.8,28985.13,28985.32,28996.64,29244.93,29162.51,28982.16,28982.73,29208.14,10502.46,9110.22,9826.13,429.4970976,4.370969014,Pass,1428,,,9000,15600,8090,12070,6,6
,,Post,26064.87,25739.71,25751.14,25633.79,25856.89,26125.77,25775.79,25613.69,25707.32,,,,,,,,,,,,,,,
,,ER(Å/Min),9404.79,9736.26,9702.54,10088.55,10164.12,9110.22,9619.11,10107.12,10502.46,,,,,,,,,,,,,,,
09-04-17,MTOP1,Pre,29221,28981,29026,28970,29161,29171,28999,28958,29113,10647,9438,10075.33333,379.3224222,3.76486226,Pass,1335,Q17360013.F1,,9000,15600,8090,12070,6,6
,,Post,25705,25580,25727,25631,25893,26025,25707,25542,25564,,,,,,,,,,,,,,,
,,ER(Å/Min),10548,10203,9897,10017,9804,9438,9876,10248,10647,,,,,,,,,,,,,,,
09-11-17,MTOP1,Pre,29064.23,28911.51,28952.72,28911.52,29154.75,29027.93,28886.05,28910.12,29173.84,10453.38,8881.8,9676.14,471.8989124,4.876933492,Fail,102,,min ER fail,9000,15600,8090,12070,6,6
,,Post,25967.27,25715.55,25776.24,25595.19,25798.06,26067.33,25753.34,25601.89,25689.38,,,,,,,,,,,,,,,
,,ER(Å/Min),9290.88,9587.88,9529.44,9948.99,10070.07,8881.8,9398.13,9924.69,10453.38,,,,,,,,,,,,,,,
09-11-17,MTOP1,Pre,29345.26,29139.24,29138.15,29129.9,29378.28,29293,29120.9,29136.88,29382.44,11689.74,10261.53,11009.62667,438.8893164,3.98641416,Pass,121,Q17370041.F1,,9000,15600,8090,12070,6,6
,,Post,25537.24,25368.13,25497.32,25495.91,25835.71,25396.42,25393.72,25548.79,25961.93,,,,,,,,,,,,,,,
,,ER(Å/Min),11424.06,11313.33,10922.49,10901.97,10627.71,11689.74,11181.54,10764.27,10261.53,,,,,,,,,,,,,,,
09/15/2017,MTOP1,Pre,29284.92,29094.02,29079.03,29081.34,29340.71,29247.29,29075.71,29079.18,29299.66,11405.01,9958.38,10722.68667,434.3174156,4.050453297,Pass,1159,,,9000,15600,8090,12070,6,6
,,Post,25835.41,25545.86,25529.09,25421.93,25641.21,25927.83,25580.44,25434.04,25497.99,,,,,,,,,,,,,,,
,,ER(Å/Min),10348.53,10644.48,10649.82,10978.23,11098.5,9958.38,10485.81,10935.42,11405.01,,,,,,,,,,,,,,,
09/19/2017,MTOP1,Pre,29249.16,29037.86,29048.31,29055.98,29315.64,29186.67,29033.43,29058.3,29283.09,11089.14,9483.24,10305.04667,497.7557831,4.83021377,Pass,1428,Q17380024.F1,,9000,15600,8090,12070,6,6
,,Post,25973.24,25650.8,25651.6,25517.68,25737.81,26025.59,25683.79,25526.08,25586.71,,,,,,,,,,,,,,,
,,ER(Å/Min),9827.76,10161.18,10190.13,10614.9,10733.49,9483.24,10048.92,10596.66,11089.14,,,,,,,,,,,,,,,
09/20/2017,MTOP1,Pre,29363.56,29188.97,29237.08,29175.03,29354.19,29367.85,29186.56,29159.69,29335.69,11915.22,11371.44,11662.88,180.1770479,1.544876119,Pass,64,,,9000,15600,8090,12070,6,6
,,Post,25573.08,25285.36,25330.42,25203.29,25485.9,25558.68,25314.09,25246.95,25382.21,,,,,,,,,,,,,,,
,,ER(Å/Min),11371.44,11710.83,11719.98,11915.22,11604.87,11427.51,11617.41,11738.22,11860.44,,,,,,,,,,,,,,,
09/25/2017,MTOP1,Pre,29225.05,29028.19,29030.47,29035.27,29322.31,29210.44,29036.75,29016.54,29236.96,11402.97,10095.81,10788.5,396.1504757,3.671969928,Pass,121/1159,Q17390017.F1,,9000,15600,8090,12070,6,6
,,Post,25764.29,25460.91,25470.62,25351.13,25619.9,25845.17,25470.12,25358.37,25435.97,,,,,,,,,,,,,,,
,,ER(Å/Min),10382.28,10701.84,10679.55,11052.42,11107.23,10095.81,10699.89,10974.51,11402.97,,,,,,,,,,,,,,,
09/29/2017,MTOP1,Pre,29232.82,29035.57,29104.16,29050.08,29273.6,29204.2,29033.5,29034.4,29227.23,22067.79,16848.03,19960.96333,1756.012993,8.797235703,Fail,1159,,,9000,15600,8090,12070,6,6
,,Post,23330.08,22481.68,22159.47,22001.7,22269.61,23588.19,22638.6,21972.04,21871.3,,,,,,,,,,,,,,,
,,ER(Å/Min),17708.22,19661.67,20834.07,21145.14,21011.97,16848.03,19184.7,21187.08,22067.79,,,,,,,,,,,,,,,
09/29/2017,MTOP1,Pre,29227.9,29075.22,29022.4,29016.91,29216.45,29194.58,29004.12,29025.15,29309.33,13430.49,11253.75,12469.11667,691.0008972,5.541698869,Pass,1159,Q17390067.F1,,9000,15600,8090,12070,6,6
,,Post,25341.74,24910.19,24868.88,24685.96,24953.32,25443.33,24955.91,24692.88,24832.5,,,,,,,,,,,,,,,
,,ER(Å/Min),11658.48,12495.09,12460.56,12992.85,12789.39,11253.75,12144.63,12996.81,13430.49,,,,,,,,,,,,,,,
09/29/2017,MTOP1,Pre,29164.5,28990.36,29052.93,28994.25,29202.8,29184.83,28997.84,28981.24,29159.73,13019.55,10824.09,11962.00333,674.0735644,5.635122693,Pass,1534/1428,,,9000,15600,8090,12070,6,6
,,Post,25079.11,24856.9,25046.83,25035.07,25454.73,24844.98,24843.38,25129.77,25551.7,,,,,,,,,,,,,,,
,,ER(Å/Min),12256.17,12400.38,12018.3,11877.54,11244.21,13019.55,12463.38,11554.41,10824.09,,,,,,,,,,,,,,,
10-02-17,MTOP1,Pre,29198.96,29022.39,29092.57,29024.76,29231.13,29205.66,29039.78,29025.53,29201.25,11368.68,9830.97,10645.99667,478.6210145,4.495783997,Pass,1159,Q17400001.F1,,9000,15600,8090,12070,6,6
,,Post,25824.24,25511.15,25523.99,25386.1,25552.32,25928.67,25575.78,25390.1,25411.69,,,,,,,,,,,,,,,
,,ER(Å/Min),10124.16,10533.72,10705.74,10915.98,11036.43,9830.97,10392,10906.29,11368.68,,,,,,,,,,,,,,,
10-03-17,MTOP1,Pre,29123.51,28984.76,29053.1,29004.14,29228.73,29172.63,28986.99,28977.58,29179.13,11219.52,9742.47,10533.98667,500.0558264,4.747071002,Pass,1159/64,Q17400023.F1,,9000,15600,8090,12070,6,6
,,Post,25775.63,25496.54,25578.06,25377.16,25544.64,25925.14,25609.52,25362.63,25439.29,,,,,,,,,,,,,,,
,,ER(Å/Min),10043.64,10464.66,10425.12,10880.94,11052.27,9742.47,10132.41,10844.85,11219.52,,,,,,,,,,,,,,,
10-04-17,MTOP1,Pre,29454.49,29279.09,29299.24,29272.54,29515,29429.53,29258.66,29268.61,29522.9,11826,10212.45,10984.83333,506.5778308,4.611611442,Pass,121,,,9000,15600,8090,12070,6,6
,,Post,25933.15,25623.09,25683.85,25518.31,25732.56,26025.38,25755.57,25492.75,25580.9,,,,,,,,,,,,,,,
,,ER(Å/Min),10564.02,10968,10846.17,11262.69,11347.32,10212.45,10509.27,11327.58,11826,,,,,,,,,,,,,,,
10-09-17,MTOP1,Pre,29403.4,29225.73,29302.33,29250.12,29454.26,29412.46,29226.74,29240.57,29450.94,11997.45,10375.47,11170.79,519.7465619,4.652728785,Pass,1428,Q17410022.F1,,9000,15600,8090,12070,6,6
,,Post,25852.14,25542.48,25599.91,25420.62,25591.45,25953.97,25639.1,25402.72,25451.79,,,,,,,,,,,,,,,
,,ER(Å/Min),10653.78,11049.75,11107.26,11488.5,11588.43,10375.47,10762.92,11513.55,11997.45,,,,,,,,,,,,,,,
10/15/2017,MTOP1,Pre,29295.63,29136.46,29151.74,29173.31,29429.74,29288.37,29140.93,29158.46,29382.11,10926.87,9389.43,10164.11333,498.9961621,4.909391953,Pass,121,,,9000,15600,8090,12070,6,6
,,Post,26074.81,25770.5,25794.86,25681.48,25914.67,26158.56,25885.81,25643.9,25739.82,,,,,,,,,,,,,,,
,,ER(Å/Min),9662.46,10097.88,10070.64,10475.49,10545.21,9389.43,9765.36,10543.68,10926.87,,,,,,,,,,,,,,,
10/20/2017,MTOP1,Pre,29278.46,29129.17,29176.57,29132.22,29383.74,29272.78,29100.49,29127.38,29378.32,11439.51,9933.51,10662.30667,461.9682987,4.332723801,Pass,121,,,9000,15600,8090,12070,6,6
,,Post,25838.58,25580.47,25656.01,25496.32,25726.17,25961.61,25694.62,25473.28,25565.15,,,,,,,,,,,,,,,
,,ER(Å/Min),10319.64,10646.1,10561.68,10907.7,10972.71,9933.51,10217.61,10962.3,11439.51,,,,,,,,,,,,,,,
10/24/2017,MTOP1,Pre,29238.29,29054.84,29072.11,29072.74,29308.29,29230.19,29057.5,29068.97,29287.93,11731.59,10220.58,10926.61,453.6350207,4.151653813,Pass,1159,,,9000,15600,8090,12070,6,6
,,Post,25704.76,25429.55,25470.58,25356.39,25584.94,25823.33,25547.67,25316.41,25377.4,,,,,,,,,,,,,,,
,,ER(Å/Min),10600.59,10875.87,10804.59,11149.05,11170.05,10220.58,10529.49,11257.68,11731.59,,,,,,,,,,,,,,,
10/30/2017,MTOP1,Pre,29278.5,29084.75,29081.97,29067.79,29226.94,29265.84,29063.73,29085.57,29287.08,10670.73,9345.72,9937.976667,465.8009396,4.68708023,Pass,64,,,9000,15600,8090,12070,6,6
,,Post,25833.58,25666.81,25816.51,25786.74,26111.12,25708.93,25646.71,25886,26171.84,,,,,,,,,,,,,,,
,,ER(Å/Min),10334.76,10253.82,9796.38,9843.15,9347.46,10670.73,10251.06,9598.71,9345.72,,,,,,,,,,,,,,,
11-01-17,MTOP1,Pre,29233.8,29054.15,29047.98,29048.7,29264.93,29194.31,29039.24,29044.78,29287.78,10304.37,9078.12,9700.423333,414.4850895,4.272855681,Pass,1335,,,9000,15600,8090,12070,6,6
,,Post,25871.44,25726.11,25866.96,25815.83,26151.94,25759.52,25715.03,25945.83,26261.74,,,,,,,,,,,,,,,
,,ER(Å/Min),10087.08,9984.12,9543.06,9698.61,9338.97,10304.37,9972.63,9296.85,9078.12,,,,,,,,,,,,,,,
11-03-17,MTOP1,Pre,29184.48,29020.28,29051.97,29018.82,29275.03,29155.4,29022.62,29020.44,29266.87,10435.8,9071.85,9723.486667,448.3910983,4.611422976,Pass,121,,,9000,15600,8090,12070,6,6
,,Post,26086.81,25790,25859.72,25688.78,25905.8,26131.45,25914.98,25679.64,25788.27,,,,,,,,,,,,,,,
,,ER(Å/Min),9293.01,9690.84,9576.75,9990.12,10107.69,9071.85,9322.92,10022.4,10435.8,,,,,,,,,,,,,,,
11-07-17,MTOP1,Pre,29371.28,29181.49,29210.04,29161.45,29347.57,29335.74,29168.07,29179.13,29443.89,11503.08,10202.79,10806.67333,393.8019118,3.644062327,Pass,1335,,,9000,15600,8090,12070,6,6
,,Post,25872.93,25587.51,25644.86,25489.75,25685.31,25934.81,25678.02,25475.92,25609.53,,,,,,,,,,,,,,,
,,ER(Å/Min),10495.05,10781.94,10695.54,11015.1,10986.78,10202.79,10470.15,11109.63,11503.08,,,,,,,,,,,,,,,
11/13/2017,MTOP1,Pre,29307.21,29128.03,29188.15,29146.12,29359.07,29299.09,29130.99,29128.29,29317.71,11264.88,10118.07,10719.40333,348.6431614,3.252449326,Pass,102,Q17460014.F1,,9000,15600,8090,12070,6,6
,,Post,25662.89,25472.6,25640.62,25567.89,25860.81,25544.13,25488.43,25664.06,25945.02,,,,,,,,,,,,,,,
,,ER(Å/Min),10932.96,10966.29,10642.59,10734.69,10494.78,11264.88,10927.68,10392.69,10118.07,,,,,,,,,,,,,,,
11/14/2017,MTOP1,Pre,29121.6,28932.16,28923.75,28918.76,29112.52,29104.02,28915.9,28914.16,29154.94,10053.03,8761.92,9312.536667,427.5651652,4.591285709,Fail,121/1159,,After Lamp 3 replaced.,9000,15600,8090,12070,6,6
,,Post,26153.69,25853.92,25869.13,25745.43,25894.18,26183.38,25946.97,25709.57,25803.93,,,,,,,,,,,,,,,
,,ER(Å/Min),8903.73,9234.72,9163.86,9519.99,9655.02,8761.92,8906.79,9613.77,10053.03,,,,,,,,,,,,,,,
11/14/2017,MTOP1,Pre,29538.89,29321.81,29372.93,29308.42,29506.81,29477.14,29308.81,29313.74,29491.91,11038.11,9584.61,10365.45,442.9733063,4.27355596,Pass,102,,After Lamp 3 replaced.2nd time min ER FAIL,9000,15600,8090,12070,6,6
,,Post,26142.8,25852.19,25976.55,25780.63,25945.72,26282.27,25999.7,25751.71,25812.54,,,,,,,,,,,,,,,
,,ER(Å/Min),10188.27,10408.86,10189.14,10583.37,10683.27,9584.61,9927.33,10686.09,11038.11,,,,,,,,,,,,,,,
11/17/2017,MTOP1,Pre,29459,29253,29311,29276,29453,29445,29263,29267,29443,10704,9501,9953.666667,417.0713368,4.190127626,Pass,121,,After Lamp 5 replaced.,9000,15600,8090,12070,6,6
,,Post,26010,25866,26080,25990,26265,25877,25869,26076,26276,,,,,,,,,,,,,,,
,,ER(Å/Min),10347,10161,9693,9858,9564,10704,10182,9573,9501,,,,,,,,,,,,,,,
11/21/2017,MTOP1,Pre,29380.79,29238.83,29297.89,29254.76,29476.63,29387.87,29225.17,29233.7,29422.07,11512.59,10259.43,10833.75,404.0962617,3.729975878,Pass,1428,,After 5 lamps replaced,9000,15600,8090,12070,6,6
,,Post,25864.87,25664.27,25722.46,25569.85,25733.89,25968.06,25750.65,25557.87,25584.54,,,,,,,,,,,,,,,
,,ER(Å/Min),10547.76,10723.68,10726.29,11054.73,11228.22,10259.43,10423.56,11027.49,11512.59,,,,,,,,,,,,,,,
11/24/2017,MTOP1,Pre,29341.58,29198.45,29198.55,29214.09,29410.05,29400.13,29211.84,29202.12,29417.15,12319.08,11016.48,11601.27667,409.9134964,3.533348167,Pass,1428,,After lamp holder change & gold reflector plate change ,9000,15600,8090,12070,6,6
,,Post,25552.22,25357.01,25386.61,25289.58,25427.22,25727.97,25488.11,25250.62,25310.79,,,,,,,,,,,,,,,
,,ER(Å/Min),11368.08,11524.32,11435.82,11773.53,11948.49,11016.48,11171.19,11854.5,12319.08,,,,,,,,,,,,,,,
11/24/2017,MTOP1,Pre,29535.27,29345.91,29414.32,29337.37,29528.37,29456.54,29321.07,29345.83,29565.91,12010.02,10601.22,11284.91667,427.9967957,3.792644716,Pass,1335,,Current intensity lowered ,9000,15600,8090,12070,6,6
,,Post,25853.44,25594.7,25681.11,25506.22,25700.44,25922.8,25708.09,25466.47,25562.57,,,,,,,,,,,,,,,
,,ER(Å/Min),11045.49,11253.63,11199.63,11493.45,11483.79,10601.22,10838.94,11638.08,12010.02,,,,,,,,,,,,,,,
11/24/2017,MTOP1,Pre,29485.27,29331.29,29325.88,29331.24,29546.84,29491.06,29323.99,29327.05,29544.25,10950.45,9498.66,10177.81333,456.3406974,4.483681145,Pass,121,,Current intensity further lowered. ER and unif passed,9000,15600,8090,12070,6,6
,,Post,26215.86,25951.94,25966.01,25866.28,26082.55,26324.84,26077.07,25794.78,25894.1,,,,,,,,,,,,,,,
,,ER(Å/Min),9808.23,10138.05,10079.61,10394.88,10392.87,9498.66,9740.76,10596.81,10950.45,,,,,,,,,,,,,,,
11/29/2017,MTOP1,Pre,29411.56,29249.6,29310.27,29251.45,29510.67,29382.78,29242.07,29242,29494.33,10548.45,9277.32,9829.013333,411.9634356,4.191299998,Pass,1335,Q174800046.F1,,9000,15600,8090,12070,6,6
,,Post,26270.25,25977.19,26060.12,25910.21,26181.26,26290.34,26099.58,25840.56,25978.18,,,,,,,,,,,,,,,
,,ER(Å/Min),9423.93,9817.23,9750.45,10023.72,9988.23,9277.32,9427.47,10204.32,10548.45,,,,,,,,,,,,,,,
11-04-17,MTOP1,Pre,29324.05,29174.59,29244.16,29185,29401.17,29322.79,29159.95,29177.51,29377.72,9796.44,8618.07,9137.223333,408.9951257,4.476142377,Fail,1428,,min ER fail,9000,15600,8090,12070,6,6
,,Post,26198.72,26049.62,26219.28,26170.1,26528.48,26057.31,25987.08,26251.77,26492.91,,,,,,,,,,,,,,,
,,ER(Å/Min),9375.99,9374.91,9074.64,9044.7,8618.07,9796.44,9518.61,8777.22,8654.43,,,,,,,,,,,,,,,
12-04-17,MTOP1,Pre,29578.5,29401.05,29453.71,29385.85,29564.58,29499.85,29373.12,29390.29,29621.59,11356.92,10137.75,10776.62667,392.285114,3.640147573,Pass,102,,,9000,15600,8090,12070,6,6
,,Post,26108.74,25788.79,25862.46,25717.77,25921.47,26120.6,25905.88,25677,25835.95,,,,,,,,,,,,,,,
,,ER(Å/Min),10409.28,10836.78,10773.75,11004.24,10929.33,10137.75,10401.72,11139.87,11356.92,,,,,,,,,,,,,,,
12-07-17,MTOP1,Pre,29293.75,29155.54,29221.92,29132.32,29337.77,29290.81,29136.51,29153.5,29357.98,10269.99,8964.69,9582.19,421.137736,4.395005067,Fail,103,,,9000,15600,8090,12070,6,6
,,Post,26045.75,25875.62,26026.3,25967.08,26349.54,25867.48,25817.17,26060.14,26324.45,,,,,,,,,,,,,,,
,,ER(Å/Min),9744,9839.76,9586.86,9495.72,8964.69,10269.99,9958.02,9280.08,9100.59,,,,,,,,,,,,,,,
12-12-17,MTOP1,Pre,29323.21,29152.19,29214.82,29166.43,29424.36,29306.86,29148.94,29155.27,29393.21,10146.9,8952.21,9461.556667,407.1348853,4.303043354,Fail,1159,,Min ER fail,9000,15600,8090,12070,6,6
,,Post,26339.14,26018.49,26084.11,25938.02,26209.06,26309.97,26117.59,25873.33,26010.91,,,,,,,,,,,,,,,
,,ER(Å/Min),8952.21,9401.1,9392.13,9685.23,9645.9,8990.67,9094.05,9845.82,10146.9,,,,,,,,,,,,,,,
12/16/2017,MTOP1,Pre,29325.98,29133.78,29141.88,29143.09,29366.18,29278.87,29119.93,29126.96,29377.76,10506.3,9322.71,9907.516667,400.6654164,4.044054932,Pass,121,,,9000,15600,8090,12070,6,6
,,Post,26190.62,25838.81,25836.54,25755.71,26000.96,26171.3,25920.6,25701.68,25875.66,,,,,,,,,,,,,,,
,,ER(Å/Min),9406.08,9884.91,9916.02,10162.14,10095.66,9322.71,9597.99,10275.84,10506.3,,,,,,,,,,,,,,,
12/21/2017,MTOP1,Pre,29238.75,29107.59,29151.28,29107.74,29324.75,29256.23,29085.84,29108.35,29338.45,9914.49,8688.9,9207.1,416.0988317,4.519325648,Fail,1335,,,9000,15600,8090,12070,6,6
,,Post,26327.81,26030.96,26093.12,25969.12,26245.45,26359.93,26145.74,25891.93,26033.62,,,,,,,,,,,,,,,
,,ER(Å/Min),8732.82,9229.89,9174.48,9415.86,9237.9,8688.9,8820.3,9649.26,9914.49,,,,,,,,,,,,,,,
12/26/2017,MTOP1,Pre,29230.72,29037.31,29037.13,29025.67,29268.26,29214.71,29017.8,29029.8,29291.59,10321.56,9269.55,9858.48,348.59116,3.535952398,Pass,64,,,9000,15600,8090,12070,6,6
,,Post,25903.43,25659.51,25744.42,25739.59,26178.41,25774.19,25621.1,25818.39,26138.51,,,,,,,,,,,,,,,
,,ER(Å/Min),9981.87,10133.4,9878.13,9858.24,9269.55,10321.56,10190.1,9634.23,9459.24,,,,,,,,,,,,,,,
12/28/2017,MTOP1,Pre,29234.64,29022.68,29021.5,29011.38,29246.87,29191.8,29016.19,29020.25,29249.9,8546.22,7361.46,7819.89,389.2963267,4.978283924,Fail,64,,,9000,15600,8090,12070,6,6
,,Post,26704.56,26389.55,26466.13,26377.59,26645.8,26737.98,26560.54,26272.23,26401.16,,,,,,,,,,,,,,,
,,ER(Å/Min),7590.24,7899.39,7666.11,7901.37,7803.21,7361.46,7366.95,8244.06,8546.22,,,,,,,,,,,,,,,
12/28/2017,MTOP1,Pre,29223.62,29035.84,29112.69,29052.87,29283.4,29203.06,29044.45,29041.69,29256.31,11517.6,10264.89,10873.7,374.6082197,3.445085111,Pass,64,,,9000,15600,8090,12070,6,6
,,Post,25711.6,25407.67,25472.2,25378.23,25649,25781.43,25513.39,25302.2,25417.11,,,,,,,,,,,,,,,
,,ER(Å/Min),10536.06,10884.51,10921.47,11023.92,10903.2,10264.89,10593.18,11218.47,11517.6,,,,,,,,,,,,,,,
12/30/2017,MTOP1,Pre,29226.77,29921.89,29469.77,29020.98,29220.23,31223.08,30596.77,29031.71,29261.16,10136.91,9265.08,9733.23,274.9352672,2.824707391,Pass,121,,"ER after lamp 8 failed on 29 Dec 2017, 20:00 pm",9000,15600,8090,12070,6,6
,,Post,26022.04,26600.1,26241.46,25752.5,25946.37,28134.72,27462.92,25730.37,25882.19,,,,,,,,,,,,,,,
,,ER(Å/Min),9614.19,9965.37,9684.93,9805.44,9821.58,9265.08,9401.55,9904.02,10136.91,,,,,,,,,,,,,,,
01-06-18,MTOP1,Pre,29155.33,28967.47,28965.38,28976.11,29208.14,29169.02,28971.21,28967.44,29220.74,9146.73,8204.91,8597.406667,312.6358366,3.636396983,Fail,102,,,9000,15600,8090,12070,6,6
,,Post,26387.92,26097.19,26108.72,26066.08,26321.58,26434.05,26221.97,25999.28,26171.83,,,,,,,,,,,,,,,
,,ER(Å/Min),8302.23,8610.84,8569.98,8730.09,8659.68,8204.91,8247.72,8904.48,9146.73,,,,,,,,,,,,,,,
01-06-18,MTOP1,Pre,29167.6,28976.72,29016.93,28948.41,29145.96,29111.77,28952.2,28960.26,29206.67,8248.29,7107.18,7730.463333,375.0773301,4.851938543,Fail,102,,wafer taken from previous bank,9000,15600,8090,12070,6,6
,,Post,26643.18,26357.98,26472.27,26318.52,26509.41,26742.71,26533.52,26260.3,26457.24,,,,,,,,,,,,,,,
,,ER(Å/Min),7573.26,7856.22,7633.98,7889.67,7909.65,7107.18,7256.04,8099.88,8248.29,,,,,,,,,,,,,,,
01-06-18,MTOP1,Pre,29144.68,28974.9,28963.63,29079.39,29212.92,29159.09,28960.93,30241.07,29206,8374.26,7203.75,7714.236667,371.6596612,4.817841055,Fail,102,,wafer taken from different bank,9000,15600,8090,12070,6,6
,,Post,26602.15,26365.87,26455.99,26501.24,26650.62,26723.45,26559.68,27526.32,26414.58,,,,,,,,,,,,,,,
,,ER(Å/Min),7627.59,7827.09,7522.92,7734.45,7686.9,7306.92,7203.75,8144.25,8374.26,,,,,,,,,,,,,,,
01-06-18,MTOP1,Pre,29427.09,29214.03,29273.68,29204.45,29411.87,29339.69,29184.26,29212.37,29456.71,9005.61,7978.11,8462.423333,335.8047604,3.968186738,Fail,102,,wafer taken from new bank (coating done instantly),9000,15600,8090,12070,6,6
,,Post,26631.91,26357.59,26503.36,26351.08,26568.11,26667.98,26524.89,26277.12,26454.84,,,,,,,,,,,,,,,
,,ER(Å/Min),8385.54,8569.32,8310.96,8560.11,8531.28,8015.13,7978.11,8805.75,9005.61,,,,,,,,,,,,,,,
01-06-18,MTOP1,Pre,29395.75,29210.44,29224.67,29191.34,29402.9,29392.81,29195.04,29193.44,29419.72,11177.22,10159.56,10671.97,324.6071741,3.041679972,Pass,102,,"wafer taken from new bank (coating done instantly), 
current Intensity increased to 1.5 mA",9000,15600,8090,12070,6,6
,,Post,25792.69,25585.02,25674.25,25623.42,25956.71,25667.07,25547.86,25729.98,26033.2,,,,,,,,,,,,,,,
,,ER(Å/Min),10809.18,10876.26,10651.26,10703.76,10338.57,11177.22,10941.54,10390.38,10159.56,,,,,,,,,,,,,,,
01-09-18,MTOP1,Pre,29168.87,28960.92,28971.54,28976.7,29236.17,29142.87,28955.75,28969.4,29206.13,9555.39,8541.9,8974.593333,331.816339,3.697285512,Fail,,,,9000,15600,8090,12070,6,6
,,Post,26279.57,25961.15,26006.72,25940.34,26218.77,26295.57,26077.2,25864.25,26021,,,,,,,,,,,,,,,
,,ER(Å/Min),8667.9,8999.31,8894.46,9109.08,9052.2,8541.9,8635.65,9315.45,9555.39,,,,,,,,,,,,,,,
01-09-18,MTOP1,Pre,29169.81,28975.5,29023.08,28963.46,29204.15,29143.19,28956.89,28962.73,29176.74,10891.83,9725.4,10356.89333,362.117892,3.496394916,Pass,121,,lamp #3 & 7 replaced,9000,15600,8090,12070,6,6
,,Post,25820.59,25513.67,25549.88,25443.42,25723.23,25901.39,25609.58,25396.98,25546.13,,,,,,,,,,,,,,,
,,ER(Å/Min),10047.66,10385.49,10419.6,10560.12,10442.76,9725.4,10041.93,10697.25,10891.83,,,,,,,,,,,,,,,
01-11-18,MTOP1,Pre,29164.77,28944.46,28940.66,28931.38,29180.58,29134.7,28938.18,28934.49,29181.39,9597.54,8536.77,9059.963333,379.9544543,4.193774746,Fail,121,,"lamp # 1,2,4,5,6,8 replaced",9000,15600,8090,12070,6,6
,,Post,26019.64,25835.37,25953.36,25950.12,26334.99,25935.52,25820.87,26027.99,26292.86,,,,,,,,,,,,,,,
,,ER(Å/Min),9435.39,9327.27,8961.9,8943.78,8536.77,9597.54,9351.93,8719.5,8665.59,,,,,,,,,,,,,,,
01-11-18,MTOP1,Pre,29321.68,29159.19,29217.09,29142.95,29358.55,29303.2,29130.98,29161.15,29375.4,10809.21,9744.6,10334.13667,351.9650128,3.40584825,Pass,121,,Run after 6 seasoning wafers for 1 min each,9000,15600,8090,12070,6,6
,,Post,25995.06,25716.21,25753.19,25625.88,25862.45,26055,25788.55,25599.11,25772.33,,,,,,,,,,,,,,,
,,ER(Å/Min),9979.86,10328.94,10391.7,10551.21,10488.3,9744.6,10027.29,10686.12,10809.21,,,,,,,,,,,,,,,
01/15/2018,MTOP1,Pre,29159.63,28999.89,29050.69,28977.76,29190.02,29157.96,28974.75,28976.54,29194.15,9490.77,8270.94,8868.373333,439.9674098,4.961083541,Fail,1159,,,9000,15600,8090,12070,6,6
,,Post,26402.65,26091.55,26108.22,25908.22,26106.37,26360.31,26160.23,25908.16,26030.56,,,,,,,,,,,,,,,
,,ER(Å/Min),8270.94,8725.02,8827.41,9208.62,9250.95,8392.95,8443.56,9205.14,9490.77,,,,,,,,,,,,,,,
01/15/2018,MTOP1,Pre,29300.71,29164.55,29159.11,29167.53,29361.87,29309.86,29149.78,29152.86,29344.92,10870.71,9728.49,10355.22667,418.5547146,4.041965745,Pass,1159,Q18040003.F1,,9000,15600,8090,12070,6,6
,,Post,26022.97,25719.31,25717.7,25603.66,25789.09,26067.03,25812.22,25592.18,25721.35,,,,,,,,,,,,,,,
,,ER(Å/Min),9833.22,10335.72,10324.23,10691.61,10718.34,9728.49,10012.68,10682.04,10870.71,,,,,,,,,,,,,,,
01/21/2018,MTOP1,Pre,29222.21,29048.87,29033.28,29029.86,29251,29214.5,29020.1,29031.54,29269.46,10396.38,9117.72,9802.923333,420.064805,4.28509732,Pass,1159,Q18040004.F1,,9000,15600,8090,12070,6,6
,,Post,26096.17,25781.34,25762.82,25675.49,25892.36,26175.26,25878.35,25646.26,25804,,,,,,,,,,,,,,,
,,ER(Å/Min),9378.12,9802.59,9811.38,10063.11,10075.92,9117.72,9425.25,10155.84,10396.38,,,,,,,,,,,,,,,
01/25/2018,MTOP1,Pre,29434.63,29256.72,29322.84,29252.97,29441.66,29451,29258.01,29249.22,29455.12,9637.35,8473.41,9140.463333,377.6157528,4.131253953,Fail,102,,,9000,15600,8090,12070,6,6
,,Post,26281.43,26101.73,26294.8,26258.49,26617.19,26238.55,26121.07,26288.24,26499.28,,,,,,,,,,,,,,,
,,ER(Å/Min),9459.6,9464.97,9084.12,8983.44,8473.41,9637.35,9410.82,8882.94,8867.52,,,,,,,,,,,,,,,
01/29/2018,MTOP1,Pre,29369.54,29206.25,29279.93,29218.53,29425.78,29366.43,29197.68,29225.08,29434.58,10185.03,9132.36,9669.76,391.7448102,4.051236124,Pass,1335/64,Q18050038.F1,,9000,15600,8090,12070,6,6
